"","CityName","Population","CityRank","IsMetroCity","IsTouristDestination","IsWeekend","IsNewYearEve","Date","HotelName","RoomRent","StarRating","Airport","HotelAddress","HotelPincode","HotelDescription","FreeWifi","FreeBreakfast","HotelCapacity","HasSwimmingPool"
"1","Agra",1760285,16,0,1,1,0,"Dec 18 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"2","Agra",1760285,16,0,1,0,0,"Dec 21 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"3","Agra",1760285,16,0,1,1,0,"Dec 24 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"4","Agra",1760285,16,0,1,1,0,"Dec 25 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"5","Agra",1760285,16,0,1,0,0,"Dec 28 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"6","Agra",1760285,16,0,1,1,1,"Dec 31 2016","ADB Rooms The Light House Agra",2425,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"7","Agra",1760285,16,0,1,0,0,"Jan 04 2017","ADB Rooms The Light House Agra",2852,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"8","Agra",1760285,16,0,1,1,0,"Jan 08 2017","ADB Rooms The Light House Agra",2852,3,9.7,"Kanak Estate, Taj Nagari Phase- II, Fatehabad Road Agra - 282001 (U.P.), Agra, Uttar Pradesh, 282001 India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,1,32,0
"9","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Agra Regal Vista A sterling Resort",3599,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"10","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Agra Regal Vista A sterling Resort",3329,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"11","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Agra Regal Vista A sterling Resort",6299,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"12","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Agra Regal Vista A sterling Resort",5399,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"13","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Agra Regal Vista A sterling Resort",6299,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"14","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Agra Regal Vista A sterling Resort",6299,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"15","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Agra Regal Vista A sterling Resort",3959,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"16","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Agra Regal Vista A sterling Resort",4319,3.5,5.1,"A/C 1/2 Taj Nagri Phase II Agra, Uttar Pradesh, Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,50,1
"17","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Backpacker Panda Friends - Agra",299,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"18","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Backpacker Panda Friends - Agra",299,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"19","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"20","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"21","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"22","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"23","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"24","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Backpacker Panda Friends - Agra",349,2,8.5,"P-6, Taj Nagri, Near Shilp Gram, Eastern Gate, Taj Mahal,Tajganj, Agra, Uttar Pradesh, India",282001,"Hotel with restaurant, near Taj Mahal",1,0,15,0
"25","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Courtyard by Marriott Agra",6000,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"26","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Courtyard by Marriott Agra",6000,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"27","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Courtyard by Marriott Agra",9100,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"28","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Courtyard by Marriott Agra",8000,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"29","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Courtyard by Marriott Agra",8000,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"30","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Courtyard by Marriott Agra",8600,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"31","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Courtyard by Marriott Agra",6500,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"32","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Courtyard by Marriott Agra",6000,5,9.6,"Taj Nagri, Phase II, Fatehbad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel with 2 restaurants, near Taj Mahal",1,0,189,1
"33","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Crystal Sarovar Premiere Agra",4500,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"34","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Crystal Sarovar Premiere Agra",4000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"35","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Crystal Sarovar Premiere Agra",7000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"36","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Crystal Sarovar Premiere Agra",7000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"37","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Crystal Sarovar Premiere Agra",7000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"38","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Crystal Sarovar Premiere Agra",7000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"39","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Crystal Sarovar Premiere Agra",6500,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"40","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Crystal Sarovar Premiere Agra",7000,5,4.1,"Fatehabad Road, Agra, Uttar Pradesh, 282001 India",282001,"Luxury hotel in Agra with outdoor pool, restaurant",1,0,136,1
"41","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Double Tree by Hilton agra",7000,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"42","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Double Tree by Hilton agra",7000,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"43","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Double Tree by Hilton agra",8500,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"44","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Double Tree by Hilton agra",7500,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"45","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Double Tree by Hilton agra",7500,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"46","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Double Tree by Hilton agra",7500,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"47","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Double Tree by Hilton agra",6000,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"48","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Double Tree by Hilton agra",6000,4,8.7,"B/H - 1&2, Taj Nagri Phase II, Agra, Uttar Pradesh, 282001 India",282001,"4-star hotel with 2 restaurants, near Taj Mahal",1,0,104,1
"49","Agra",1760285,16,0,1,1,0,"Dec 18 2016","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"50","Agra",1760285,16,0,1,0,0,"Dec 21 2016","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"51","Agra",1760285,16,0,1,1,0,"Dec 24 2016","G Hotel",2592,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"52","Agra",1760285,16,0,1,1,0,"Dec 25 2016","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"53","Agra",1760285,16,0,1,0,0,"Dec 28 2016","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"54","Agra",1760285,16,0,1,1,1,"Dec 31 2016","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"55","Agra",1760285,16,0,1,0,0,"Jan 04 2017","G Hotel",2142,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"56","Agra",1760285,16,0,1,1,0,"Jan 08 2017","G Hotel",2592,3,8.1,"B 2/1 Central Business Park, Kamla Nagar Bye Pass Road, Agra, 282005 India",282005,"3-star hotel in Agra with outdoor pool, restaurant",1,0,42,1
"57","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Aditya Palace",324,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"58","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Aditya Palace",504,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"59","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Aditya Palace",560,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"60","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Aditya Palace",560,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"61","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Aditya Palace",560,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"62","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Hotel Aditya Palace",560,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"63","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Hotel Aditya Palace",504,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"64","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Hotel Aditya Palace",504,2,4.8,"Namner Crossing, Near S R Hospital, Agra, Uttar Pradesh, 282002 India",282002,"Family hotel in Agra with restaurant, free children's club",1,0,10,0
"65","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"66","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"67","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"68","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"69","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"70","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Hotel Aicon Palace",1303,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"71","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Hotel Aicon Palace",1200,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"72","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Hotel Aicon Palace",1080,3,9.8,"E-1/126, Taj Nagri Phase-2, 125 Feet Rd, Opposite Hotel Jaypee Palace, Agra, Uttar Pradesh, 282001 India",282001,"3-star Agra hotel with restaurant",1,0,18,0
"73","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"74","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"75","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Alleviate",3510,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"76","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"77","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Alleviate",3510,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"78","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"79","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"80","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Hotel Alleviate",2632,3.5,7.4,"6/27/1A, Yamuna Kinara Road, Belanganj, Agra, Uttar Pradesh, 282004 India",282004,"3.5-star hotel with restaurant, near Taj Mahal",1,1,45,0
"81","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Atulyaa Taj",3000,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"82","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Atulyaa Taj",3000,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"83","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"84","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"85","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"86","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"87","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"88","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Hotel Atulyaa Taj",3800,3.5,8.5,"538, Near Shilp Gram, Taj Mahal (Eastern Gate), Agra, Uttar Pradesh, India",282001,"3.5-star hotel with outdoor pool, near Taj Mahal",1,1,32,1
"89","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Aura Mumtaz Mahal",1600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"90","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Aura Mumtaz Mahal",1600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"91","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Aura Mumtaz Mahal",2600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"92","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Aura Mumtaz Mahal",2600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"93","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Aura Mumtaz Mahal",2600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"94","Agra",1760285,16,0,1,1,1,"Dec 31 2016","Hotel Aura Mumtaz Mahal",2600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"95","Agra",1760285,16,0,1,0,0,"Jan 04 2017","Hotel Aura Mumtaz Mahal",1600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"96","Agra",1760285,16,0,1,1,0,"Jan 08 2017","Hotel Aura Mumtaz Mahal",1600,3,8.1,"Near Shilp Gram, Taj Mahal (Estern Gate), Agra, Uttar Pradesh, India",282001,"3-star hotel with 2 restaurants, near Taj Mahal",1,0,22,0
"97","Agra",1760285,16,0,1,1,0,"Dec 18 2016","Hotel Bhoomi Residency",2600,3,8.1,"1 Amar Lok, Taj Link Road, Near Shilpgram Tan Ganj, Taj Mahal, Agra, Uttar Pradesh, India",282001,"Art Deco hotel with 2 restaurants, near Taj Mahal",1,1,25,1
"98","Agra",1760285,16,0,1,0,0,"Dec 21 2016","Hotel Bhoomi Residency",2600,3,8.1,"2 Amar Lok, Taj Link Road, Near Shilpgram Tan Ganj, Taj Mahal, Agra, Uttar Pradesh, India",282001,"Art Deco hotel with 2 restaurants, near Taj Mahal",1,1,25,1
"99","Agra",1760285,16,0,1,1,0,"Dec 24 2016","Hotel Bhoomi Residency",2700,3,8.1,"3 Amar Lok, Taj Link Road, Near Shilpgram Tan Ganj, Taj Mahal, Agra, Uttar Pradesh, India",282001,"Art Deco hotel with 2 restaurants, near Taj Mahal",1,1,25,1
"100","Agra",1760285,16,0,1,1,0,"Dec 25 2016","Hotel Bhoomi Residency",2700,3,8.1,"4 Amar Lok, Taj Link Road, Near Shilpgram Tan Ganj, Taj Mahal, Agra, Uttar Pradesh, India",282001,"Art Deco hotel with 2 restaurants, near Taj Mahal",1,1,25,1
"101","Agra",1760285,16,0,1,0,0,"Dec 28 2016","Hotel Bhoomi Residency",2700,3,8.1,"5 Amar Lok, Taj Link Road, Near Shilpgram Tan Ganj, Taj Mahal, Agra, Uttar Pradesh, India",282001,"Art Deco hotel with 2 restaurants, near Taj Mahal",1,1,25,1
